MON,DISTRIBUTOR_FTS_ID,DISTRIBUTOR_NAME,INVOICE_COUNT,PRICE_SUM,SUM_INVOICE_TOTAL
1,65022,CROOKED HANDLE BREWING CO,1,-30,-30
1,7891,WEST TENNESSEE CROWN DISTRIBUTING CO.,1,-30.36,-30.36
1,11539,FINE WINE TRADING CO.,2,-174,-35
1,38043,PINE STATE SPIRITS,2,-37.67,-37.67
1,93278,STANDARD BREWING,1,-50,-50
1,84712,NEW AGE BEVERAGES CORPORATION,15,-750,-51
1,14890,"WALDORF DISTRIBUTING, INC.",4,-55.09,-56.09
1,12167,AMERICAN BD COMPANY - NJ,1,-60,-60
1,119670,URSA MINOR BREWING,1,-60,-60
1,12511,SOUTHERN GLAZER'S WINE & SPIRITS OF TN,4,713.99,-60
1,7781,FLATHEAD BEVERAGE,83,-250,-67.71
1,111112,SARATOGA LIQUOR CO. INC,2,-85.98,-85.98
1,135638,FUEGO FINO,1,-90,-90
1,89304,GREENWOOD CIDER COMPANY,2,-90,-90
1,136346,PEABODY HEIGHTS BREWERY,3,-90,-90
1,8196,DIXIE BEVERAGE,1,-102.32,-102.32
1,10560,"DAVID Y. MARTIN JR., LLC DBA WINES UNLIMITED",1,-5.03,-118.03
1,71568,PRETTY UGLY DISTRIBUTION,5,-131.35,-121
1,31782,TAVOLO VIGNETO,1,-132,-132
1,92676,KORK & KAP (SS),1,-143.72,-143.72
1,78993,BIG AXE BREWING COMPANY,2,-71.94,-143.88
1,107101,AGRIBEV DISTRIBUTION LLC,3,-300,-150
1,97476,OTHER HALF BREWING COMPANY,3,-900,-156
1,26135,WELL CRAFTED WINE & BEVERAGE CO.,1,-159.96,-159.96
1,19868,PRESTIGE BEVERAGE GROUP,2,-161.76,-161.76
1,16379,JOHNSON DISTRIBUTING CO. - MI,7,-39.41,-162.26
1,141393,"O'NEIL DISTRIBUTING, INC",35,-1440,-170.11
1,53461,"BAY AREA DISTRIBUTING CO., INC",16,-313.15,-171.25
1,37959,IOWA ALCOHOLIC BEVERAGES DIVISION,2,-172.09,-172.09
1,48907,"LATITUDE WINES, INC.",2,-177.53,-177.53
1,144330,"LAVA PROPANE, LLC (GC)",5,-227.5,-189.5
1,66195,PLATYPUS BREWING,1,-200,-200
1,27650,"LANTERNA DISTRIBUTORS, INC",1,-204,-204
1,41221,VERAISON BEVERAGE DISTRIBUTORS,1,-204,-204
1,21824,"MILTON'S DISTRIBUTING CO., INC - NY",3,0,-209.66
1,104926,YOUNG'S MARKET COMPANY OF OREGON DBA RNDC OR,6,-240,-210
1,35021,SPECIALTY BRANDS,9,-880,-225
1,17118,"NORTH COAST MERCANTILE CO., INC.",2,-120,-240
1,23316,SOUTHERN GLAZER'S WINE & SPIRITS OF LA,4,-480,-240
1,54764,HERITAGE WINE & SPIRITS LLC,1,241.2,-241.2
1,77263,A. CAPPIONE INC.,22,58.81,-244.11
1,11134,"SELECT WINES, INC. - LA",1,-263.88,-263.88
1,45713,NORWICH BEVERAGE CORP.,5,-270.28,-270.28
1,40321,HIDALGO IMPORTS,1,-295.92,-295.92
1,17429,"ADVANCE BEVERAGE CO., INC.",3,-84.46,-296.06
1,123348,MILTON'S DISTRIBUTING - CA,2,0,-300.48
1,29522,OPICI FAMILY DISTRIBUTING OF MARYLAND LLC,2,-304.04,-304.04
1,479,"JAY COUNTY BEVERAGE, INC.",18,-182.95,-304.21
1,25190,SOUTHERN GLAZER'S WINE & SPIRITS OF MD,1,-310.37,-310.37
1,79452,NATURAL WINE COMPANY,1,-318,-318
1,7957,JOHNSON BROTHERS - NEVADA,7,-330,-330
1,91839,GOOD SPIRITS DISTRIBUTING,3,-120,-360
1,84011,GENERAL BEVERAGE SALES CO. DBA PRESTIGE WINES - WI,1,-431.75,-431.75
1,35329,SOUTHERN GLAZER'S WINE & SPIRITS OF AR,7,-585.7,-435.7
1,130035,QUALITY DISTRIBUTORS,1,-446.2,-446.2
1,114913,ALAMANCE MUNICIPAL ABC BOARD,1,-462.5,-462.5
1,7814,"FUN BEVERAGE, INC.",10,-466,-482
1,44696,PACIFIC EDGE WINE & SPIRITS OF ARIZONA,1,-495,-495
1,119522,OLCC #1273 3RD STREET BEVERAGE (SS),1,-502.95,-502.95
1,49331,CHRISSA IMPORTS LLC,3,-520.6,-520.6
1,28342,"100% ITALIANO, INC.",6,-96.1,-528.45
1,17209,"MIDWAY BEVERAGE, INC.",9,-2188.99,-573.75
1,18450,VINO 750 INC.,1,-579,-579
1,126034,LEVANTE BREWING COMPANY,1,-630,-630
1,79134,3 KEYS,3,-635.14,-635.14
1,34584,"LAS ARRIBES, LLC DBA MANOLO'S WINES",1,-672,-672
1,9530,VIRTUOSO SELECTIONS,1,-713.52,-713.52
1,26649,BANVILLE WINE MERCHANTS - OREGON,3,-744,-744
1,112371,PHX BEER CO,1,-750,-750
1,18541,ASSOCIATED DISTRIBUTORS-ROANOKE DBA BREAKTHRU BEV,1,-379.92,-759.84
1,82246,"M3C IMPORTS, LLC DBA BAYVINO",1,-834,-834
1,63144,E-CORP INC.,6,-922.83,-922.83
1,122694,"U4IC BREWING, INC.",2,-990,-984
1,57429,PACIFIC EDGE WINE & SPIRITS OF NEVADA,1,-1004,-1004
1,18160,SOUTHERN GLAZER'S WINE & SPIRITS OF IN,17,-3959.31,-1200.78
1,35512,SOUTHERN GLAZER'S WINE & SPIRITS OF MO,2,-1230,-1230
1,12433,ALLIED BEVERAGE GROUP NJ,2,-150,-1272
1,16394,GRAZIANO IMPORT & EXPORT,2,-1337.04,-1337.04
1,8169,GRAPE EXPECTATIONS - WA,21,0,-1419.55
1,13924,AMERICAN PREMIUM BEV. DBA R.H. BARRINGER,3,-1554.28,-1451.39
1,45207,"DOPS, INC.",13,-330,-1530
1,73540,GENERAL BEVERAGE SALES CO. - MADISON,22,-831.6,-1714.55
1,16207,REGAL WINE COMPANY,2,-1728,-1728
1,7456,BELLAVANCE BEVERAGE,2,-2239.93,-1736.4
1,58412,BADGER LIQUOR CO. INC.,13,-2756.35,-1741.05
1,12983,"ELITE WINES IMPORTS, INC.",3,-1860,-1860
1,12593,"EMPIRE DISTRIBUTORS OF TN, INC. - MEMPHIS",6,-1288.03,-1887.98
1,40293,"CURATED WINE GROUP, LLC DBA CURATED SELECTIONS",2,-2026,-2026
1,9935,OPICI COMPANY - FL,5,-2149.26,-2149.26
1,11873,"BACCHUS IMPORTERS, LTD.",6,-2215.01,-2215.01
1,129764,BOND DISTRIBUTING CO.,2,-2226.65,-2226.65
1,107812,LARRY'S DISTRIBUTING CO INC,319,-1463.55,-2228.21
1,12783,SPEC'S FAMILY PARTNERS,240,-38647.9,-2324.02
1,16173,WINE WAREHOUSE,63,-5557.24,-2330.87
1,10300,"GOODY GOODY LIQUOR, INC.",28,-14913.37,-2370.58
1,9752,GENERAL WHOLESALE - AUGUSTA,23,-1110,-2427.96
1,58044,EMPIRE DISTRIBUTORS OF COLORADO,8,-2445.43,-2445.43
1,19271,UNITED - JOHNSON BROTHERS ALABAMA,117,-9592.86,-2719.14
1,16385,FOUR SEASONS BEER DISTRIBUTION,37,6381,-2852.17
1,35514,SOUTHERN GLAZER'S WINE & SPIRITS OF OH,22,-3012.09,-3012.09
1,102817,COOL BREEZE BEVERAGES,11,5732.69,-3016.99
1,8167,GRAPE EXPECTATIONS - OR,28,-1009.45,-3391.73
1,49879,GALLO WINE SALES OF NEW JERSEY INC,20,2266.68,-3453.14
1,24581,ANHEUSER-BUSCH SALES OF WASHINGTON,88,112.1,-3716.1
1,17260,WASATCH DISTRIBUTING CO. INC.,34,-2190,-3830
1,44462,VICTORY WINE GROUP,14,-4935.55,-3981.55
1,450,HENRY A. FOX SALES CO.,1278,-29188.47,-4568.01
1,148393,PARADISE BEVERAGES INC.,45,0,-4789.13
1,64777,HAVRE DISTRIBUTORS INC,1,-4943.75,-4943.75
1,12722,CRESCENT CROWN DISTRIBUTING - LA,1942,-131838.59,-5414.24
1,10042,INTERMOUNTAIN DISTRIBUTING,40,5038.73,-5672.9
1,96575,"BUTA DISTRIBUTORS, INC.",3,-6348,-5856
1,7061,BEN ARNOLD DIST. DBA BREAKTHRU BEVERAGE SC,117,-4750,-6420
1,8134,UNIQUE WINE CO.,82,1908.46,-7365.32
1,17404,"BEAUCHAMP DISTRIBUTING, CO.",49,-540,-7487
1,28584,SOUTHERN GLAZER'S WINE & SPIRITS OF TX,93,-7216.51,-9198.48
1,8526,REPUBLIC NATIONAL DIST - LAFAYETTE,30,-10046.39,-9220.03
1,26042,FLORIDA INDEPENDENT LIQUOR COMPANY (D),6,-9402.04,-9402.04
1,15431,BLUE RIDGE BEVERAGE CO. -  ABINGDON,114,-4434.1,-10644.1
1,13061,"EMPIRE DISTRIBUTORS OF TN, INC. - KNOXVILLE",2,-9322.88,-10950.2
1,12699,VENTURE MARKETING GROUP,57,-3750,-11061.5
1,10566,WINDHAM DISTRIBUTING COMPANY,29,683.01,-11972.18
1,9132,"FEDWAY ASSOCIATES, INC.",8,-13492.92,-13522.92
1,29529,ARTISAN BEER,284,-15153.6,-14544.6
1,11788,"CITY BEVERAGE CO., INC. - NC",144,823.31,-15345.49
1,38337,WALTON BEVERAGE COMPANY,284,-2740.67,-24722.05
1,33775,SOUTHERN GLAZER'S WINE & SPIRITS OF OR,16,-25204.73,-25204.73
1,82146,MCCRAITH BEVERAGES INC.,132,-686.54,-25223.48
1,10896,"FIVE STAR DISTRIBUTING, INC.",338,-31129.64,-25698.38
1,39712,CAVALIER DISTRIBUTING INDIANA LLC,464,-24878.09,-36357.56
1,480,SMITH BROTHERS DISTRIBUTING,414,-1983.6,-44105.57
1,17524,CARLSON DISTRIBUTING,1574,-3799.65,-56188.17
1,139976,ANHEUSER-BUSCH SALES OF CENTRAL LA,65,-65682.75,-62764.82
1,61597,TRY-IT DISTRIBUTING CO INC,286,-3677.28,-70301.02
1,3824,HURON DISTRIBUTORS - ALPENA,144,-26391.6,-74983.24
1,1101,DANIEL L. JACOB & CO. - JACKSON,545,-183584.1,-76430.32
1,14399,NATIONAL DISTRIBUTORS - ME,1305,3335.94,-91828.98
1,9061,PREMIER DISTRIBUTING CO.,2004,-13154.82,-144823.91
1,19113,"DOLL DISTRIBUTING, LLC - SPENCER",157,-48432,-173924.36
1,9,"DAYTONA BEVERAGES, LLC",4577,88206.42,-201583.43
1,528,"JOHN P. O'SULLIVAN DIST., INC.",1159,-31353.5,-264144.39
1,13517,WEST SIDE BEER DISTRIBUTING,1143,-1015531.4,-352863.02
1,15661,BUD DISTRIBUTING,194,-13372.15,-420298.54
1,454,POWERS DISTRIBUTING COMPANY,1320,-465599.8,-706908.79
1,1102,FABIANO BROTHERS,1444,-628721.4,-721207.91
2,17118,"NORTH COAST MERCANTILE CO., INC.",1,-40,
2,33524,LAKESHORE BEVERAGE,25301,88650.88,27132957.91
2,15979,"BREAKTHRU BEVERAGE ILLINOIS, LLC",11652,34394.52,18901449.03
2,8368,SOUTHERN GLAZER'S WINE & SPIRITS OF IL,11464,347970.54,18839901.51
2,95,"CHICAGO BEVERAGE SYSTEM, INC DBA WINDY CITY",13628,54067.64,18670692.77
2,16832,FRANK B. FUHRER WHOLESALE CO.,6827,198158.16,14455401.78
2,23295,SOUTHERN GLAZER'S WINE & SPIRITS OF WA - PNW,2835,301929.55,12293010.18
2,16130,SOUTHERN GLAZER'S WINE & SPIRITS OF S. CA,2931,-10622.66,11300310.68
2,66190,PENN BEER SALES & SERVICE,4414,82923.33,7934975.65
2,7238,"NATIONAL WINE & SPIRITS, LLC - MI",10296,23254.82,7658333.75
2,54,SOUTHERN GLAZER'S WINE & SPIRITS OF AZ,5875,13728.7,7340936.28
2,7724,JOHNSON BROTHERS - ST. PAUL,4005,87114.85,6848067.26
2,13479,"YOUNG'S MARKET COMPANY OF CA, LLC DBA RNDC CA",2910,-36772.4,6512732
2,39570,BEN E. KEITH BEVERAGES,2651,-514.56,6230017.73
2,7668,JOHNSON BROTHERS - DES MOINES,5408,61329.65,6175308.4
2,16131,SOUTHERN GLAZER'S WINE & SPIRITS OF N. CA,1592,-24727.11,6121535.24
2,20,"GREAT BAY DISTRIBUTORS, INC.",3933,-271005.95,5705201.56
2,75,"BURKE BEVERAGE, INC.",2667,16547.02,5675716.34
2,25924,YOUNG'S MARKET COMPANY OF WASHINGTON DBA RNDC WA,3048,133626.53,5538503.8
2,27386,SOUTHERN GLAZER'S WINE & SPIRITS OF MN,3647,45637.48,5213510.86
2,72,"EUCLID BEVERAGE, LTD. - NORTH AURORA",4382,-38046.05,5002222.76
2,5002,CRESCENT CROWN DISTRIBUTING - AZ,7554,-378965.95,4676442.82
2,72244,ORIGLIO BEVERAGE,2820,270804.25,4288843.73
2,60923,GLAZER'S BEER & BEVERAGE - TEXAS,5114,-240853.84,4115235.04
2,508,SOUTHERN GLAZER'S WINE & SPIRITS OF FL,5646,-10600.7,4084856.33
2,1250,WAYNE DENSCH - SANFORD,2610,-61955.8,3939298.28
2,71,"KOZOL BROTHERS, INC.",3595,-42023.96,3924757.84
2,24188,ALLIANCE BEVERAGE DBA BREAKTHRU BEVERAGE ARIZONA,4331,16289,3813113.97
2,125,SUPERIOR BEVERAGE GROUP - GLENWILLOW,5605,-36927.09,3593744.97
2,141,HEIDELBERG DIST. - CLEVELAND,3770,21890.78,3497773.16
2,4884,"LOUIS GLUNZ BEER, INC.",4228,6643.39,3045729.24
2,148,HENSLEY & COMPANY - PHOENIX,6024,-356188.59,3029989.87
2,76691,BANKO BEVERAGE,2172,21731.85,3024576.64
2,15542,BEST BRANDS INCORPORATED,2703,132056.19,2922596.85
2,9697,QUALITY WINE & SPIRITS - GA,4777,16549.65,2691329
2,1248,HAYES BEER DISTRIBUTING,1577,28806.71,2641532.61
2,19,"BERNIE LITTLE DISTRIBUTORS, INC.",1759,-57078.92,2532321.64
2,7726,PHILLIPS WINE & SPIRITS - ST. PAUL,2317,26618.19,2531447.44
2,42994,BEVERAGE DISTRIBUTORS COMPANY DBA BREAKTHRU BEV,3353,-39350,2425307.57
2,23,PEPIN DISTRIBUTING COMPANY,3915,-166620,2417960.85
2,6744,KOERNER DISTRIBUTING,3930,-8402.06,2281665.32
2,8613,ANDREWS DISTRIBUTING OF NORTH TX - DALLAS,3279,-418608.58,2261139.24
2,21692,SAN ANTONIO WINERY,1125,19076.5,2145977.2
2,33461,REPUBLIC NATIONAL DIST - NORTH DAKOTA,1555,61637.53,2129600.48
2,74515,"WILSBACH DISTRIBUTORS, INC",1513,72854.21,2123814.13
2,16920,"WINEBOW, INC.",2584,8868.6,2122261.86
2,6871,JJ TAYLOR - MINNESOTA,1537,3243.94,2111039.67
2,41,"SKEFF DISTRIBUTING CO., INC.",2147,-12382.53,2076803
2,42541,"GOLD COAST BEVERAGE, LLC",2186,-343871.47,1988415.41
2,8049,VINTAGE WINE DIST. - OH,2511,20156.89,1950874.23
2,29,"BROWN DISTRIBUTING CO., INC. VA",1080,6802.71,1923213.27
2,14055,HEART OF AMERICA BEVERAGE,2164,-36692.08,1873186.37
2,10043,"NDC SYSTEMS, LP",998,30769.4,1860090.31
2,64642,MITCHELL BEVERAGE GULF COAST LLC,1050,66719.43,1828608.77
2,8152,AJAX TURNER,4518,-128683.77,1811494.5
2,57167,MOUNTAIN BEVERAGE COMPANY,1630,-34057.15,1803208.17
2,78448,L.T. VERRASTRO INC.,1438,38995.86,1778998.24
2,6969,CHRIS YAHNIS CORP,1507,1131.62,1743560.72
2,70999,"MULLER, INC.",1610,38007.19,1730755.08
2,438,"O & W, INCORPORATED",2791,-396466.27,1669811.86
2,17426,REPUBLIC NATIONAL DIST - SIOUX FALLS,1695,34653.26,1637295.21
2,17345,GALLO WINE COMPANY,249,2308.5,1612081.47
2,15879,"DAHLHEIMER BEVERAGE, LLC",779,-57960.67,1586900.24
2,31519,CONFLUENCE BREWING COMPANY,2325,4384.5,1576096.96
2,21140,HIGH COUNTRY BEVERAGE CORP.,1690,-56973.34,1517208.36
2,12768,"A & B DISTRIBUTING, INC.",831,44817.8,1502015.31
2,12759,SCHILLING DISTRIBUTING,1813,-41682.97,1478520.38
2,17027,SOUTHERN GLAZER'S WINE & SPIRITS OF CO,1688,6600.21,1475571.78
2,518,CITY BEVERAGES - ORLANDO,2216,-134452.07,1471617.61
2,15741,CENTRAL CITY LIQUORS (SS),2179,12839.65,1463920.15
2,111051,SILVER EAGLE DISTRIBUTORS HOUSTON LLC,3043,-520758,1441222.87
2,6899,REPUBLIC NATIONAL DIST - TAMPA,3679,-35624.19,1426281.55
2,35272,COLUMBUS BREWING COMPANY,65,17053.94,1406512.84
2,11082,SOUTHERN GLAZER'S WINE & SPIRITS OF KY,1660,11676,1386134.57
2,16786,"WILSON-MCGINLEY, INC.",1620,-1481.96,1383658.78
2,26664,"ADAMS BEVERAGES OF NC, LLC",2718,-209041.41,1376307.23
2,14565,REPUBLIC NATIONAL DIST - CO,3613,13191.88,1372274.82
2,12225,JOHNSON BROTHERS - NORTH DAKOTA,877,46535.87,1329938.95
2,8973,BLUE RIBBON PRODUCTS CO.,1504,5133.5,1329893.74
2,61161,"INCO BEVERAGE, INC.",1538,26727.6,1326762.63
2,14998,COLUMBIA DIST KENT WA,2647,-258193.61,1320364.9
2,17613,SOUTHERN GLAZER'S WINE & SPIRITS OF NV,2186,37021.09,1316247.09
2,14826,BREAKTHRU BEVERAGE BELLEVILLE,1229,4811.04,1309383.03
2,12750,"DOLL DISTRIBUTING, LLC - DES MOINES",2094,-88245.64,1302772.9
2,6804,PREMIER BEVERAGE CO.DBA BREAKTHRU BEVERAGE FLORIDA,3215,23066.25,1278986.22
2,1334,KLOSS DISTRIBUTING,1133,5575,1251911.33
2,10000,HARBOR DIST - CA DBA GATE CITY/ALLIED/HIGH DESERT,1857,-219737.93,1251039.3
2,28849,"ALLIANCE BEVERAGE DISTRIBUTING, LLC - MI",6000,-685156.14,1242629.71
2,71877,DURDACH BROS. INC.,1015,29058.46,1241575.46
2,43786,NEVADA BEVERAGE COMPANY,1356,-48872.18,1229765.4
2,569,"SOUTHERN EAGLE DISTRIBUTING, INC.",1353,-95924,1228873.94
2,12584,"JOHNSON BROTHERS OF NEBRASKA, LLC",917,11466.31,1212815.84
2,6901,REPUBLIC NATIONAL DIST - DEERFIELD BCH.,3162,22229.89,1206528.04
2,67983,BREWERY PRODUCTS,1214,25448.64,1201748.4
2,103363,GWD ACQUISITION INC. DBA ALLEGHENY BEVERAGE CO.,1156,24068.41,1152031.78
2,103026,INCO BEVERAGE INC. OF GREENSBURG,1409,23045.85,1151500.66
2,143532,"MONARCH DISTRIBUTING, LLC",1938,-197054.79,1150830.15
2,7138,EARL SMITH DISTRIBUTING - PORT HURON,1642,-26214,1147594.26
2,19950,FLORIDA DISTRIBUTION COMPANY LLC,1437,-226389.79,1144082.91
2,4082,"BROWN DISTRIBUTING CO., INC. TX",2076,-180815.9,1070345.18
2,12440,HAYES BEER DIST - ROCKFORD,889,1888,1059423.33
2,12067,STANDARD BEVERAGE CORPORATION,837,-19778.21,1058970.65
2,459,EASTOWN DISTRIBUTORS COMPANY,1231,-37698.95,1058070.15
2,12223,JOHNSON BROTHERS - SOUTH DAKOTA,925,32752.7,1053552.78
2,85,"MULLARKEY DISTRIBUTING, INC.",1048,4942.08,1026943.74
2,7577,"CHAMPION BRANDS, INC.",2345,-91562.45,1003355.88
2,8413,"LEWIS BEAR CO., THE",1576,-132062.73,987008.87
2,560,"SILVER EAGLE BEVERAGES, LLC",1783,-222167.8,960582.64
2,25119,"MILTON'S DISTRIBUTING CO., INC - MA",152,2209.2,938018.9
2,48874,W R HICKEY BEER DIST INC.,736,28039.75,929777.43
2,25132,EAGLE BRANDS SALES,1941,-95277.5,922567.01
2,5,"BROWN DISTRIBUTING CO., INC. FL",1706,-209895,909023.47
2,8720,CLARK BEVERAGE,1412,47525.44,902932.64
2,58001,SOUTHERN GLAZER'S WINE & SPIRITS OF ND,883,21835.85,899602.67
2,8,"GOLD COAST EAGLE DISTRIBUTING, INC. - SARASOTA",1536,-166050,886130.29
2,73841,MID-STATE BEVERAGE,1004,20649.36,878093.9
2,1335,ELGIN BEVERAGE COMPANY,916,-1834.23,873609.35
2,13264,"MAVERICK WINE COMPANY, LLC - IL",1166,3095.52,870034.59
2,9879,"RJ DISTRIBUTING, INC.",1312,-540,863479.13
2,6968,CHRIS YAHNIS COASTAL,1622,-32687.93,861060.27
2,1384,"CHAS. HERDRICH & SON, INC.",652,1436.85,853929.25
2,94280,SHANGY'S THE BEER AUTHORITY,861,-4070.18,818373.06
2,17148,DONNEWALD DISTRIBUTING,587,1761,801247.65
2,3942,"HOUSE OF SCHWAN, INC.",1417,-16899.36,798036.52
2,37,"STERN BEVERAGE, INC.",686,-2617.55,794208.77
2,1256,"SCHAMBERGER BROS., INC.",1857,-11716,787635.94
2,15273,MITCHELL DISTRIBUTING - COLUMBUS,421,32285.05,786610.69
2,143164,REYES COCA-COLA BOTTLING (GC),939,17782.85,785373.24
2,25919,"CAVALIER SPIRITS, LLC DBA CAVALIER DISTRIBUTING FL",1454,-88157.42,766992.68
2,8076,BIRMINGHAM BUDWEISER DISTRIBUTING,827,-48781.74,765495.03
2,13558,BRONKEN'S DIST.,1173,-20097.5,765164.6
2,7211,R.H. BARRINGER DISTRIBUTING CO.,1692,-169100,757787.68
2,14971,"FINLEY DISTRIBUTING CO., LLC",796,-55643.91,747800.77
2,27090,CROWN BEVERAGES LLC DBA SOUTHERN EAGLE,1523,-117850,724061.38
2,9681,GOLDRING GULF DISTRIBUTING,1143,-59997,708390.49
2,27,PREMIUM DISTRIBUTORS OF VADBA CHESBAY DISTRIBUTING,1587,-146940.8,687603.07
2,6604,IMPERIAL BEVERAGE CO. - ELITE BRANDS,2957,-225204.92,680573.49
2,7432,ATLANTA BEVERAGE,1525,-94763,668084.61
2,1927,BETTER BRANDS,815,-62950,665530.83
2,138131,SUNCOAST BEVERAGE CO. - NAPLES,775,-45930,659164.73
2,7579,CRAWFORD SALES COMPANY,1494,-28464.35,650466.52
2,10241,CHEROKEE DISTRIBUTING,1368,-206590,642470.25
2,14314,L & F DISTRIBUTORS - EL PASO,1134,-77499.5,642259.21
2,22488,ANHEUSER-BUSCH SALES OF OKLAHOMA,910,-39090,631704.1
2,13341,JOHNSON BROTHERS - HONOLULU,443,2030.12,630506.96
2,7179,COASTAL BEVERAGE CO. - WILMINGTON,1910,-117097.44,623290.6
2,8137,OLYMPIC EAGLE CITY BEVERAGES,1167,-62578.26,609313.97
2,7681,NATIONAL DISTRIBUTING CO. - ATLANTA,528,10159.06,608244.48
2,40940,CAPITOL WRIGHT DISTRIBUTING LLC,1098,-184860,606125.45
2,13013,REPUBLIC BEVERAGE - KENTUCKY,305,1335,598752.68
2,455,"RIVER CITY DISTRIBUTING, INC. - KY",1801,-30051.8,593040.07
2,9992,NORTHERN BEVERAGE DIST.,766,-9946,591581.93
2,7433,EAGLE ROCK - NORCROSS,1220,-104152.03,585366.48
2,15859,TRISTAR BEVERAGE,973,-90299.43,579162.93
2,57,SUPERIOR BEVERAGE GROUP - COLUMBUS,1488,-89280.24,577466.2
2,14999,COLUMBIA DIST OREGON,1238,-55455.32,570924.31
2,9048,"BREAKTHRU BEVERAGE MINNESOTA BEER, LLC",2818,15125.45,569463.6
2,27099,TRI-EAGLE SALES,947,-77465,566261.8
2,11701,"CAPITOL BEVERAGE SALES, L.P.",1097,-62965.96,566198.55
2,130,"MID AMERICA BEVERAGE, INC.",920,-25244.25,559629.32
2,32340,"BRENTWOOD D & F, INC.",1085,-4123.98,559228.77
2,16880,"MISSOURI EAGLE, LLC JOPLIN",408,1224,554503.57
2,11468,EAGLE DISTRIBUTING CO. - TN,1009,-132835.96,552662.76
2,6444,JOHNSON BROTHERS OF NC DBA MUTUAL DIST OF NC,946,5187.52,550003.51
2,12733,ADVINTAGE DISTRIBUTING SOUTH CAROLINA,1079,1300,544138.94
2,127,LAMONICA BEVERAGES,477,659,543088.9
2,16176,GALLO SALES COMPANY,105,1002.22,540144.12
2,14229,MITCHELL DELTA DISTRIBUTING,200,26485.75,539228.53
2,2222,DEL PAPA DISTRIBUTING COMPANY,688,-84385.94,538741.72
2,7086,UNITED DISTRIBUTORS - ATLANTA,1753,-174324.78,537751.35
2,117635,SIERRA NEVADA BREWING CO.,477,46391.32,526819.53
2,6684,DET DISTRIBUTING,1149,-121624.55,525750.19
2,77019,"NORTHEAST EAGLE DISTRIBUTORS, INC.",832,15508.84,523777.37
2,17739,SOUTHERN GLAZER'S WINE & SPIRITS OF NM,484,1928,513699.14
2,66596,VON'S UNITED BEVERAGE,464,11447.47,508394.58
2,42848,"BREAKTHRU BEVERAGE WISCONSIN METRO-MILWAUKEE, LLC",885,4239,507840.05
2,324,"INDIANA BEVERAGE, INC.",846,-65464.21,505885.58
2,15595,"AMOSKEAG BEVERAGES, LLC",1349,-81802.08,498596.19
2,49,STEPHENS DISTRIBUTING CO.,748,-83125,496096
2,11312,RINELLA COMPANY,349,-227.2,493663.03
2,467,"C. C. CLARK, INC.",819,-1432.54,492700.48
2,73777,"EDWIN H. KLECKNER, INC.",689,12308.73,484210.33
2,8803,ACTION WINE & SPIRITS USA,61,-0.34,483183.24
2,13223,"PIKE DISTRIBUTORS, INC.",621,-53170.8,479077.62
2,58000,SOUTHERN GLAZER'S WINE & SPIRITS OF SD,886,10588.24,476079.3
2,7,SUNCOAST BEVERAGE CO. - FT. MYERS,572,-47041.7,470696.09
2,462,"TYLER SALES CO., INC.",550,-21482,462003.31
2,63233,"BEER CAPITOL DISTRIBUTING, LLC",951,-43331.53,461499.61
2,13017,VIRGINIA EAGLE DIST. CO.,1334,-85315.16,459572.33
2,42592,"OHIO EAGLE DISTRIBUTING, LLC",726,-68100,458247.53
2,17420,KOZOL BROS. SOUTH,735,-685.39,457237.69
2,1928,"NORTH FLORIDA SALES COMPANY, INC.",936,-67989.94,455805.66
2,6685,FISHER59 - DENTON,577,-63440,447135.38
2,41682,"EMPIRE MERCHANTS, LLC",409,5433.17,439605.05
2,42613,"BREAKTHRU BEVERAGE NEVADA, LLC",625,-17402.06,438796.18
2,8260,RM BEVERAGE OR DBA MALETIS BEVERAGE,1920,-64311.02,437795.3
2,55,BAUMGARTEN DISTRIBUTING - BEER,498,2485.04,433954.24
2,1246,BUD OF GREENVILLE,725,-63950,428719.3
2,55294,EMPIRE MERCHANTS NORTH LLC,635,3759.46,424299.86
2,12800,LIPMAN BROTHERS 01,1672,12070.31,423216.82
2,16993,WIL FISCHER DISTRIBUTING,294,-5826,422875.22
2,5483,"PREMIUM BEVERAGE SUPPLY, LTD.",1565,-31029.16,422362.25
2,12367,REPUBLIC NATIONAL DIST - GRAND PRAIRIE,307,-1756,422355.1
2,65201,UNIVERSAL PROJECTS INC DBA ACE DISTRIBUTING,651,-16750.3,420457.95
2,13,"S.R. PERROTT, INC.",1553,-25068.7,419211.4
2,32511,BEVERAGE WHOLESALERS,218,48.2,419157.4
2,44053,NITTANY BEVERAGE,549,20994.68,418816.82
2,13978,REPUBLIC NATIONAL DIST - COLUMBIA,317,-3959.52,417018.13
2,13307,"GREAT PLAINS DISTRIBUTORS, LP",498,-25965.88,415721.35
2,40186,"CITY BEVERAGE OF ALTOONA, INC.",649,13718.87,408735.44
2,7725,WINE MERCHANTS - ST. PAUL,801,4494.15,407283.4
2,24580,DRAGOON BREWING COMPANY,32,22380,404702
2,11266,"O'MALLEY BEVERAGE OF KANSAS, INC.",456,-5454.45,395185.88
2,21549,"QUALITY BRANDS OF OMAHA, LLC",637,-31860,394151.43
2,42612,"BREAKTHRU BEVERAGE NEVADA BEER, LLC",1398,-90615.53,392680.73
2,74332,"RESORT BEVERAGE CO., INC.",509,8245.65,391212.47
